level_0,index,Date,Type,Seconds,Duration,Description,Lat,Lon,full_address,neighbourhood,city,province,country_code,country,location_data_raw
2180,63418,7/7/2000 01:25,unknown,5,4-5 seconds,I saw something unexplainable and was concerned for the Military Base 8 miles away&#33,45.816667,-77.116667,"440, Moffat Street, Pembroke, Renfrew, Ontario, K8A 3Z5, Canada",,Pembroke,Ontario,ca,Canada,"{'place_id': '331598830748', 'osm_type': 'node', 'osm_id': '3769871030', 'licence': 'https://locationiq.com/attribution', 'lat': '45.815655', 'lon': '-77.116903', 'display_name': '440, Moffat Street, Pembroke, Renfrew, Ontario, K8A 3Z5, Canada', 'boundingbox': ['45.815655', '45.815655', '-77.116903', '-77.116903'], 'importance': 0.175, 'address': {'house_number': '440', 'road': 'Moffat Street', 'city': 'Pembroke', 'county': 'Renfrew', 'state': 'Ontario', 'postcode': 'K8A 3Z5', 'country': 'Canada', 'country_code': 'ca'}}"
2181,63451,7/7/2001 04:20,circle,7,7 seconds,Fireball Over Vancouver BC&#44 Pacific Northwest.,49.25,-123.13333300000001,"1251, W King Edward Ave, Shaughnessy, Vancouver, Greater Vancouver, British Columbia, V6H 3B2, Canada",Shaughnessy,Vancouver,British Columbia,ca,Canada,"{'place_id': '332937248295', 'licence': 'https://locationiq.com/attribution', 'lat': '49.24977', 'lon': '-123.133178', 'display_name': '1251, W King Edward Ave, Shaughnessy, Vancouver, Greater Vancouver, British Columbia, V6H 3B2, Canada', 'boundingbox': ['49.24977', '49.24977', '-123.133178', '-123.133178'], 'importance': 0.2, 'address': {'house_number': '1251', 'road': 'W King Edward Ave', 'neighbourhood': 'Shaughnessy', 'city': 'Vancouver', 'county': 'Greater Vancouver', 'state': 'British Columbia', 'postcode': 'V6H 3B2', 'country': 'Canada', 'country_code': 'ca'}}"
2182,63472,7/7/2002 20:03,cigar,60,1 minute,Blinking out Cigar,44.166667,-77.383333,"257, Pinnacle Street, Belleville, Hastings, Ontario, K8N 1Z8, Canada",,Belleville,Ontario,ca,Canada,"{'place_id': '331821553826', 'licence': 'https://locationiq.com/attribution', 'lat': '44.166646', 'lon': '-77.383467', 'display_name': '257, Pinnacle Street, Belleville, Hastings, Ontario, K8N 1Z8, Canada', 'boundingbox': ['44.166646', '44.166646', '-77.383467', '-77.383467'], 'importance': 0.2, 'address': {'house_number': '257', 'road': 'Pinnacle Street', 'city': 'Belleville', 'county': 'Hastings', 'state': 'Ontario', 'postcode': 'K8N 1Z8', 'country': 'Canada', 'country_code': 'ca'}}"
2183,63476,7/7/2003 22:30,other,6,5 to 6 seconds,HBCCUFO CANADIAN REPORT:  I received a telephone call on the UFO Hotline this morning from a gentleman who resides in Verdun&#44 Quebec.,45.45,-73.56666700000001,"Parc Beatty, Desmarchais-Crawford, Montreal, Montreal, Quebec, H4H 2T2, Canada",Desmarchais-Crawford,Montreal,Quebec,ca,Canada,"{'place_id': '333229130562', 'osm_type': 'way', 'osm_id': '124752692', 'licence': 'https://locationiq.com/attribution', 'lat': '45.450645', 'lon': '-73.567745', 'display_name': 'Parc Beatty, Desmarchais-Crawford, Montreal, Montreal, Quebec, H4H 2T2, Canada', 'boundingbox': ['45.4503076', '45.4510336', '-73.56813', '-73.5673125'], 'importance': 0.175, 'address': {'name': 'Parc Beatty', 'neighbourhood': 'Desmarchais-Crawford', 'city': 'Montreal', 'county': 'Montreal', 'state': 'Quebec', 'postcode': 'H4H 2T2', 'country': 'Canada', 'country_code': 'ca'}}"
2184,63479,7/7/2004 01:00,light,300,5 min,I observed a series of bright lights following trajectory of a falling star(close range)&#44 and a erratically  moving light(long range ),43.316667,-79.8,"1245, Lakeshore Rd., Burlington, Halton, Ontario, L7R 1R4, Canada",,Burlington,Ontario,ca,Canada,"{'place_id': '333844249434', 'licence': 'https://locationiq.com/attribution', 'lat': '43.316557', 'lon': '-79.801887', 'display_name': '1245, Lakeshore Rd., Burlington, Halton, Ontario, L7R 1R4, Canada', 'boundingbox': ['43.316557', '43.316557', '-79.801887', '-79.801887'], 'importance': 0.175, 'address': {'house_number': '1245', 'road': 'Lakeshore Rd.', 'city': 'Burlington', 'county': 'Halton', 'state': 'Ontario', 'postcode': 'L7R 1R4', 'country': 'Canada', 'country_code': 'ca'}}"
2185,63548,7/7/2008 14:30,diamond,1800,aprx 30 mins,Unidentifyed Object flying over Toronto&#44 ON&#44 CA Lakeshore.,43.666667,-79.416667,"743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada",Annex,Toronto,Ontario,ca,Canada,"{'place_id': '333938358051', 'licence': 'https://locationiq.com/attribution', 'lat': '43.666635', 'lon': '-79.41669', 'display_name': '743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada', 'boundingbox': ['43.666635', '43.666635', '-79.41669', '-79.41669'], 'importance': 0.225, 'address': {'house_number': '743', 'road': 'Manning Ave', 'neighbourhood': 'Annex', 'city': 'Toronto', 'county': 'Toronto', 'state': 'Ontario', 'postcode': 'M6G 2W5', 'country': 'Canada', 'country_code': 'ca'}}"
2186,63624,7/7/2012 10:50,formation,6,6 seconds,3 white lights seen in kitchener&#44 ontario,43.45,-80.5,"27, Oak St, Kitchener, Waterloo, Ontario, N2G 2B2, Canada",,Kitchener,Ontario,ca,Canada,"{'place_id': '332116691600', 'licence': 'https://locationiq.com/attribution', 'lat': '43.449865', 'lon': '-80.499975', 'display_name': '27, Oak St, Kitchener, Waterloo, Ontario, N2G 2B2, Canada', 'boundingbox': ['43.449865', '43.449865', '-80.499975', '-80.499975'], 'importance': 0.2, 'address': {'house_number': '27', 'road': 'Oak St', 'city': 'Kitchener', 'county': 'Waterloo', 'state': 'Ontario', 'postcode': 'N2G 2B2', 'country': 'Canada', 'country_code': 'ca'}}"
2187,63639,7/7/2012 22:00,fireball,30,30 seconds,The time was around 10:00 p.m. and me and a friend were watching a storm from the top of a building. We were up there for about 20 minu,50.45,-104.616667,"2505, 11th Avenue, Regina, Division No.  6, Saskatchewan, S4P 0K6, Canada",,Regina,Saskatchewan,ca,Canada,"{'place_id': '330714517245', 'licence': 'https://locationiq.com/attribution', 'lat': '50.449978', 'lon': '-104.617004', 'display_name': '2505, 11th Avenue, Regina, Division No.  6, Saskatchewan, S4P 0K6, Canada', 'boundingbox': ['50.449978', '50.449978', '-104.617004', '-104.617004'], 'importance': 0.2, 'address': {'house_number': '2505', 'road': '11th Avenue', 'city': 'Regina', 'county': 'Division No.  6', 'state': 'Saskatchewan', 'postcode': 'S4P 0K6', 'country': 'Canada', 'country_code': 'ca'}}"
2188,63728,7/8/2001 23:00,triangle,30,30 seconds,3 UFO&#39s spotted in Ontario,43.7,-80.366667,"19, Cherry Hill Place, Centre Wellington, Wellington, Ontario, N1M 3R3, Canada",,Centre Wellington,Ontario,ca,Canada,"{'place_id': '331659474018', 'osm_type': 'node', 'osm_id': '824709487', 'licence': 'https://locationiq.com/attribution', 'lat': '43.700241', 'lon': '-80.366488', 'display_name': '19, Cherry Hill Place, Centre Wellington, Wellington, Ontario, N1M 3R3, Canada', 'boundingbox': ['43.700241', '43.700241', '-80.366488', '-80.366488'], 'importance': 0.2, 'address': {'house_number': '19', 'road': 'Cherry Hill Place', 'city': 'Centre Wellington', 'county': 'Wellington', 'state': 'Ontario', 'postcode': 'N1M 3R3', 'country': 'Canada', 'country_code': 'ca'}}"
2189,63733,7/8/2002 21:15,triangle,3600,approx 1 hour,The crafts were quiet&#44 fast&#44 hovering and illuminated by several lights lining them.,49.166667,-121.95,"46060, Third Ave, Chilliwack, Fraser Valley, British Columbia, V2P 1R4, Canada",,Chilliwack,British Columbia,ca,Canada,"{'place_id': '333933929469', 'licence': 'https://locationiq.com/attribution', 'lat': '49.166828', 'lon': '-121.949946', 'display_name': '46060, Third Ave, Chilliwack, Fraser Valley, British Columbia, V2P 1R4, Canada', 'boundingbox': ['49.166828', '49.166828', '-121.949946', '-121.949946'], 'importance': 0.2, 'address': {'house_number': '46060', 'road': 'Third Ave', 'city': 'Chilliwack', 'county': 'Fraser Valley', 'state': 'British Columbia', 'postcode': 'V2P 1R4', 'country': 'Canada', 'country_code': 'ca'}}"
2190,63750,7/8/2003 23:50,sphere,180,3 minutes,(UFO) Hazy orange coloured orb hovering over a small lake in British Columbia&#44 Canada,49.15,-123.91666699999999,"Nanaimo, Regional District of Nanaimo, British Columbia, Canada",,Nanaimo,British Columbia,ca,Canada,"{'place_id': '232071838', 'licence': 'https://locationiq.com/attribution', 'osm_type': 'relation', 'osm_id': '2221210', 'lat': '49.1637594', 'lon': '-123.9379719', 'display_name': 'Nanaimo, Regional District of Nanaimo, British Columbia, Canada', 'address': {'city': 'Nanaimo', 'county': 'Regional District of Nanaimo', 'state': 'British Columbia', 'postcode': 'V9R 5M2', 'country': 'Canada', 'country_code': 'ca'}, 'boundingbox': ['49.097468', '49.2521065', '-124.065062', '-123.8007369']}"
2191,63773,7/8/2005 23:59,light,60,1 minute,Starlike&#44 could have been satellite but doesn&#39t match Heaven&#39s Above info.,43.666667,-79.416667,"743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada",Annex,Toronto,Ontario,ca,Canada,"{'place_id': '333938358051', 'licence': 'https://locationiq.com/attribution', 'lat': '43.666635', 'lon': '-79.41669', 'display_name': '743, Manning Ave, Annex, Toronto, Toronto, Ontario, M6G 2W5, Canada', 'boundingbox': ['43.666635', '43.666635', '-79.41669', '-79.41669'], 'importance': 0.225, 'address': {'house_number': '743', 'road': 'Manning Ave', 'neighbourhood': 'Annex', 'city': 'Toronto', 'county': 'Toronto', 'state': 'Ontario', 'postcode': 'M6G 2W5', 'country': 'Canada', 'country_code': 'ca'}}"
2192,63820,7/8/2009 23:30,unknown,90,1:30,like watching a little kid dancing around a parent.,43.7,-79.56666700000001,"17, Canso Rd, West Humber-Clairville, Toronto, Toronto, Ontario, M9R 3T1, Canada",West Humber-Clairville,Toronto,Ontario,ca,Canada,"{'place_id': '334218765961', 'licence': 'https://locationiq.com/attribution', 'lat': '43.699736', 'lon': '-79.566838', 'display_name': '17, Canso Rd, West Humber-Clairville, Toronto, Toronto, Ontario, M9R 3T1, Canada', 'boundingbox': ['43.699736', '43.699736', '-79.566838', '-79.566838'], 'importance': 0.2, 'address': {'house_number': '17', 'road': 'Canso Rd', 'neighbourhood': 'West Humber-Clairville', 'city': 'Toronto', 'county': 'Toronto', 'state': 'Ontario', 'postcode': 'M9R 3T1', 'country': 'Canada', 'country_code': 'ca'}}"
2193,63823,7/8/2010 19:25,cylinder,180,2-3 minutes,Bright cylindrical craft flew northward over Sydney&#44 Nova Scotia,46.15,-60.166667000000004,"Teak Street, Cape Breton, Nova Scotia, B1N 2A1, Canada",,,Nova Scotia,ca,Canada,"{'place_id': '331327237266', 'licence': 'https://locationiq.com/attribution', 'lat': '46.148327', 'lon': '-60.166024', 'display_name': 'Teak Street, Cape Breton, Nova Scotia, B1N 2A1, Canada', 'boundingbox': ['46.145492', '46.148559', '-60.170353', '-60.164677'], 'importance': 0.175, 'address': {'road': 'Teak Street', 'county': 'Cape Breton', 'state': 'Nova Scotia', 'postcode': 'B1N 2A1', 'country': 'Canada', 'country_code': 'ca'}}"
2194,63856,7/8/2012 21:24,fireball,10,about 10 seconds,Bright red light flying across night sky at very fast speed in west Montreal.,45.5,-73.583333,"1374, Avenue du Docteur-Penfield, Montagne, Montreal, Montreal, Quebec, H3G 1B7, Canada",Montagne,Montreal,Quebec,ca,Canada,"{'place_id': '333969664104', 'osm_type': 'node', 'osm_id': '2439184484', 'licence': 'https://locationiq.com/attribution', 'lat': '45.499912', 'lon': '-73.58333', 'display_name': '1374, Avenue du Docteur-Penfield, Montagne, Montreal, Montreal, Quebec, H3G 1B7, Canada', 'boundingbox': ['45.499912', '45.499912', '-73.58333', '-73.58333'], 'importance': 0.2, 'address': {'house_number': '1374', 'road': 'Avenue du Docteur-Penfield', 'neighbourhood': 'Montagne', 'city': 'Montreal', 'county': 'Montreal', 'state': 'Quebec', 'postcode': 'H3G 1B7', 'country': 'Canada', 'country_code': 'ca'}}"
2195,63857,7/8/2012 21:24,circle,600,10 minutes,Craft with bright red light speeding across sky.,45.466667,-73.883333,"#4940, Rue Nanterre, Pierrefonds-Ouest, Montreal, Montreal, Quebec, H9J 1S5, Canada",Pierrefonds-Ouest,Montreal,Quebec,ca,Canada,"{'place_id': '332739296217', 'licence': 'https://locationiq.com/attribution', 'lat': '45.466669', 'lon': '-73.883069', 'display_name': '#4940, Rue Nanterre, Pierrefonds-Ouest, Montreal, Montreal, Quebec, H9J 1S5, Canada', 'boundingbox': ['45.466669', '45.466669', '-73.883069', '-73.883069'], 'importance': 0.2, 'address': {'house_number': '#4940', 'road': 'Rue Nanterre', 'neighbourhood': 'Pierrefonds-Ouest', 'city': 'Montreal', 'county': 'Montreal', 'state': 'Quebec', 'postcode': 'H9J 1S5', 'country': 'Canada', 'country_code': 'ca'}}"
2196,63876,7/8/2013 21:00,light,7,0:07,I saw something thats just too unordinary hard to explain and i want answers ???,49.166667,-121.95,"46060, Third Ave, Chilliwack, Fraser Valley, British Columbia, V2P 1R4, Canada",,Chilliwack,British Columbia,ca,Canada,"{'place_id': '333933929469', 'licence': 'https://locationiq.com/attribution', 'lat': '49.166828', 'lon': '-121.949946', 'display_name': '46060, Third Ave, Chilliwack, Fraser Valley, British Columbia, V2P 1R4, Canada', 'boundingbox': ['49.166828', '49.166828', '-121.949946', '-121.949946'], 'importance': 0.2, 'address': {'house_number': '46060', 'road': 'Third Ave', 'city': 'Chilliwack', 'county': 'Fraser Valley', 'state': 'British Columbia', 'postcode': 'V2P 1R4', 'country': 'Canada', 'country_code': 'ca'}}"
2197,63908,7/9/1999 18:04,cross,20,20 s,Object appeared to be very bright&#44 very large and very distant.,49.25,-123.13333300000001,"1251, W King Edward Ave, Shaughnessy, Vancouver, Greater Vancouver, British Columbia, V6H 3B2, Canada",Shaughnessy,Vancouver,British Columbia,ca,Canada,"{'place_id': '332937248295', 'licence': 'https://locationiq.com/attribution', 'lat': '49.24977', 'lon': '-123.133178', 'display_name': '1251, W King Edward Ave, Shaughnessy, Vancouver, Greater Vancouver, British Columbia, V6H 3B2, Canada', 'boundingbox': ['49.24977', '49.24977', '-123.133178', '-123.133178'], 'importance': 0.2, 'address': {'house_number': '1251', 'road': 'W King Edward Ave', 'neighbourhood': 'Shaughnessy', 'city': 'Vancouver', 'county': 'Greater Vancouver', 'state': 'British Columbia', 'postcode': 'V6H 3B2', 'country': 'Canada', 'country_code': 'ca'}}"
2198,63934,7/9/2002 19:00,rectangle,60,one minute,Spotted a rectangular-like object&#44 pure white in colour in Sudbury&#44 Ont. Canada on July 9 or 10 at around 19:00.,46.5,-80.966667,"936, Kingsway, Sudbury, Greater Sudbury / Grand Sudbury, Ontario, P3A 0C5, Canada",,Sudbury,Ontario,ca,Canada,"{'place_id': '333050588483', 'licence': 'https://locationiq.com/attribution', 'lat': '46.500179', 'lon': '-80.967019', 'display_name': '936, Kingsway, Sudbury, Greater Sudbury / Grand Sudbury, Ontario, P3A 0C5, Canada', 'boundingbox': ['46.500179', '46.500179', '-80.967019', '-80.967019'], 'importance': 0.2, 'address': {'house_number': '936', 'road': 'Kingsway', 'city': 'Sudbury', 'county': 'Greater Sudbury / Grand Sudbury', 'state': 'Ontario', 'postcode': 'P3A 0C5', 'country': 'Canada', 'country_code': 'ca'}}"
2199,63942,7/9/2003 14:15,cigar,120,2 min,Daylight sighting of a white&#44 cigar shaped object.,45.666667,-72.15,"Rue Principale Nord, Richmond, Le Val-Saint-Francois, Quebec, J0B 2H0, Canada",,Richmond,Quebec,ca,Canada,"{'place_id': '331783240254', 'licence': 'https://locationiq.com/attribution', 'lat': '45.667442', 'lon': '-72.149749', 'display_name': 'Rue Principale Nord, Richmond, Le Val-Saint-Francois, Quebec, J0B 2H0, Canada', 'boundingbox': ['45.665996', '45.670925', '-72.156777', '-72.14914'], 'importance': 0.2, 'address': {'road': 'Rue Principale Nord', 'city': 'Richmond', 'county': 'Le Val-Saint-Francois', 'state': 'Quebec', 'postcode': 'J0B 2H0', 'country': 'Canada', 'country_code': 'ca'}}"
2200,63960,7/9/2004 17:00,light,30,30 seconds,An unusually bright light very high in the sky near Massey On&#44  during the daylight.,46.2,-82.083333,"Reserve Road, Sables-Spanish Rivers Township, Sudbury District, Northeastern Ontario, Ontario, P0P 1P0, Canada",,Sables-Spanish Rivers Township,Ontario,ca,Canada,"{'place_id': '96564998', 'licence': 'https://locationiq.com/attribution', 'osm_type': 'way', 'osm_id': '35235298', 'lat': '46.2000476884775', 'lon': '-82.0833523220555', 'display_name': 'Reserve Road, Sables-Spanish Rivers Township, Sudbury District, Northeastern Ontario, Ontario, P0P 1P0, Canada', 'address': {'road': 'Reserve Road', 'city': 'Sables-Spanish Rivers Township', 'county': 'Sudbury District', 'state_district': 'Northeastern Ontario', 'state': 'Ontario', 'postcode': 'P0P 1P0', 'country': 'Canada', 'country_code': 'ca'}, 'boundingbox': ['46.1716531', '46.2037702', '-82.0949707', '-82.0738979']}"
2201,63993,7/9/2006 00:00,circle,7200,2 hours,Three lights circling one another.  ((NUFORC Note:  Possible advertising lights.  PD)),51.083333,-114.08333300000001,"10 Street NW, Queens Park Village, Calgary, Alberta, T2K 1R8, Canada",Queens Park Village,Calgary,Alberta,ca,Canada,"{'place_id': '332627885326', 'licence': 'https://locationiq.com/attribution', 'lat': '51.084013', 'lon': '-114.084131', 'display_name': '10 Street NW, Queens Park Village, Calgary, Alberta, T2K 1R8, Canada', 'boundingbox': ['51.079635', '51.08879', '-114.087212', '-114.083092'], 'importance': 0.2, 'address': {'road': '10 Street NW', 'neighbourhood': 'Queens Park Village', 'city': 'Calgary', 'state': 'Alberta', 'postcode': 'T2K 1R8', 'country': 'Canada', 'country_code': 'ca'}}"
2202,64020,7/9/2009 03:00,light,7200,2 hours,Blue light in the sky between the moon and a bright star to the east.  ((NUFORC Note:  Jupiter?  PD)),43.966667,-80.733333,"Bentley Street, Wellington North, Wellington, Ontario, N0G 2L0, Canada",,Wellington North,Ontario,ca,Canada,"{'place_id': '332542747136', 'licence': 'https://locationiq.com/attribution', 'lat': '43.968153', 'lon': '-80.733465', 'display_name': 'Bentley Street, Wellington North, Wellington, Ontario, N0G 2L0, Canada', 'boundingbox': ['43.967399', '43.968971', '-80.740044', '-80.726784'], 'importance': 0.175, 'address': {'road': 'Bentley Street', 'city': 'Wellington North', 'county': 'Wellington', 'state': 'Ontario', 'postcode': 'N0G 2L0', 'country': 'Canada', 'country_code': 'ca'}}"
2203,64030,7/9/2010 00:00,light,20,20 seconds,Bright light changing direction on craft then disapering into the sky &#33&#33&#33,50.666667,-120.33333300000001,"1100, Glenfair Dr, Kamloops, Thompson-Nicola, British Columbia, V2C 1P2, Canada",,Kamloops,British Columbia,ca,Canada,"{'place_id': '330519454416', 'licence': 'https://locationiq.com/attribution', 'lat': '50.667642', 'lon': '-120.331449', 'display_name': '1100, Glenfair Dr, Kamloops, Thompson-Nicola, British Columbia, V2C 1P2, Canada', 'boundingbox': ['50.667642', '50.667642', '-120.331449', '-120.331449'], 'importance': 0.175, 'address': {'house_number': '1100', 'road': 'Glenfair Dr', 'city': 'Kamloops', 'county': 'Thompson-Nicola', 'state': 'British Columbia', 'postcode': 'V2C 1P2', 'country': 'Canada', 'country_code': 'ca'}}"
